,Name,Description,geometry
499,kml_500,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 506  STR_NAME TAMPINES CENTRAL 1  UNIT_NO 361  POSTCODE 520506  LIC_NO NE15002X000  INC_CRC 7E58C2015549FAEF  FMEL_UPD_D 20171129183653 ,POINT Z (103.945912189651 1.35590218547803 0)
500,kml_501,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 776  STR_NAME PASIR RIS STREET 71  UNIT_NO 412  POSTCODE 510776  LIC_NO NE09314N000  INC_CRC 71E21A9890A079BB  FMEL_UPD_D 20171129183653 ,POINT Z (103.937088181626 1.37454928671824 0)
501,kml_502,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 418  STR_NAME YISHUN AVENUE 11  UNIT_NO 433  POSTCODE 760418  LIC_NO B92077A000  INC_CRC 34226FE728376EE8  FMEL_UPD_D 20171129183653 ,POINT Z (103.847249793129 1.42489931802522 0)
502,kml_503,Attributes LIC_NAME PRIME SUPERMARKET LIMITED  BLK_HOUSE 25A  STR_NAME CHAI CHEE ROAD  UNIT_NO 459  POSTCODE 461025  LIC_NO E02041X000  INC_CRC 114811BB1E2E901E  FMEL_UPD_D 20171129183653 ,POINT Z (103.924149642486 1.32328960172887 0)
503,kml_504,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 539A  STR_NAME BEDOK NORTH STREET 3  UNIT_NO 477  POSTCODE 461539  LIC_NO E02032V000  INC_CRC 08CE3D61110B19D9  FMEL_UPD_D 20171129183653 ,POINT Z (103.925500600051 1.3324023017993 0)
504,kml_505,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 69  STR_NAME BEDOK SOUTH AVENUE 3  UNIT_NO 484  POSTCODE 460069  LIC_NO SE17500A000  INC_CRC 4F5E8E47A4AFCD1D  FMEL_UPD_D 20171129183653 ,POINT Z (103.943632362171 1.31935027280391 0)
505,kml_506,Attributes LIC_NAME PRIME SUPERMARKET (1996) PTE LTD  BLK_HOUSE 159A  STR_NAME HOUGANG STREET 11  UNIT_NO 1  POSTCODE 531159  LIC_NO NE11529V000  INC_CRC 1D6427DE409FCC21  FMEL_UPD_D 20171129183653 ,POINT Z (103.879314599056 1.35209059885687 0)
506,kml_507,Attributes LIC_NAME PRIME SUPERMARKET LIMITED  BLK_HOUSE 263  STR_NAME COMPASSVALE STREET  UNIT_NO 1  POSTCODE 540263  LIC_NO S02151E000  INC_CRC 16D3D8D8781C3AA1  FMEL_UPD_D 20171129183653 ,POINT Z (103.896042269736 1.39484815593414 0)
507,kml_508,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 883  STR_NAME WOODLANDS STREET 82  UNIT_NO 498  POSTCODE 730883  LIC_NO B02037X000  INC_CRC 65D584E6DDA523B4  FMEL_UPD_D 20171129183653 ,POINT Z (103.79054802026 1.44275332239793 0)
508,kml_509,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 161  STR_NAME ANG MO KIO AVENUE 4  UNIT_NO 504  POSTCODE 560161  LIC_NO B02032E000  INC_CRC 1A2E9C2F8BA35161  FMEL_UPD_D 20171129183653 ,POINT Z (103.839489194952 1.374239506746 0)
509,kml_510,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 2  STR_NAME JALAN LOKAM  UNIT_NO 37  POSTCODE 537846  LIC_NO SE16595E000  INC_CRC F55DE3E2B0C981EB  FMEL_UPD_D 20171129183653 ,POINT Z (103.882695852672 1.34560771369918 0)
510,kml_511,Attributes LIC_NAME D-RON INVESTMENTS PTE. LTD.  BLK_HOUSE 2  STR_NAME SELETAR NORTH LINK  UNIT_NO 38  POSTCODE 797601  LIC_NO CE15042P000  INC_CRC 99B1CAC4470C0901  FMEL_UPD_D 20171129183653 ,POINT Z (103.896018766281 1.41690780081275 0)
511,kml_512,Attributes LIC_NAME AJMAL SUPER MART PTE. LTD.  BLK_HOUSE 70  STR_NAME TUAS SOUTH AVENUE 1  UNIT_NO 40  POSTCODE 637285  LIC_NO SW14718K000  INC_CRC 7AE8237F6DEE15C5  FMEL_UPD_D 20171129183653 ,POINT Z (103.625764663231 1.31396452002226 0)
512,kml_513,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 1  STR_NAME CLAYMORE DRIVE  UNIT_NO 41  POSTCODE 229594  LIC_NO W02079B000  INC_CRC C020C5160253E34C  FMEL_UPD_D 20171129183653 ,POINT Z (103.829352202761 1.30756237263162 0)
513,kml_514,Attributes LIC_NAME SONG FISH DEALER PTE LTD  BLK_HOUSE 50  STR_NAME JURONG GATEWAY ROAD  UNIT_NO 43  POSTCODE 608549  LIC_NO SW17592A000  INC_CRC 469AAB3D59153DDD  FMEL_UPD_D 20171129183653 ,POINT Z (103.743170430901 1.33320021671365 0)
514,kml_515,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 36A  STR_NAME DUNEARN ROAD  UNIT_NO 44  POSTCODE 309426  LIC_NO W02064P000  INC_CRC C32AAAC86C761735  FMEL_UPD_D 20171129183653 ,POINT Z (103.83781497569 1.31617742511297 0)
515,kml_516,Attributes LIC_NAME COLD STORAGE SINGAPORE (1983) PTE LTD  BLK_HOUSE 2  STR_NAME BAYFRONT AVENUE  UNIT_NO 46  POSTCODE 18972  LIC_NO CE10K82J000  INC_CRC 80E8DB7463423070  FMEL_UPD_D 20171129183653 ,POINT Z (103.858505749339 1.28355872540744 0)
516,kml_517,Attributes LIC_NAME NG LIAN TEE  BLK_HOUSE 7  STR_NAME GREENDALE AVENUE  UNIT_NO   POSTCODE 289504  LIC_NO CE09902A000  INC_CRC 7991DC603EB83F20  FMEL_UPD_D 20171129183654 ,POINT Z (103.80703380493 1.33166477553301 0)
517,kml_518,Attributes LIC_NAME TAN PAK NANG  BLK_HOUSE 387  STR_NAME UPPER ALJUNIED ROAD  UNIT_NO   POSTCODE 367872  LIC_NO SE06465L000  INC_CRC CB2A311170E71520  FMEL_UPD_D 20171129183654 ,POINT Z (103.878841903145 1.33312323989581 0)
518,kml_519,Attributes LIC_NAME HAO MART PTE. LTD.  BLK_HOUSE 32  STR_NAME LORONG 11 GEYLANG  UNIT_NO   POSTCODE 388724  LIC_NO CE11B47P000  INC_CRC D113286CD6E8F21B  FMEL_UPD_D 20171129183654 ,POINT Z (103.877004750675 1.31346903905925 0)
519,kml_520,Attributes LIC_NAME PRB TRADING PTE. LTD.  BLK_HOUSE 230  STR_NAME GEYLANG ROAD  UNIT_NO   POSTCODE 389290  LIC_NO CE10085L000  INC_CRC 47B5BCB1D7C168C0  FMEL_UPD_D 20171129183654 ,POINT Z (103.877389270673 1.31208877136103 0)
520,kml_521,Attributes LIC_NAME SHENG SIONG SUPERMARKET PTE LTD  BLK_HOUSE 301  STR_NAME GEYLANG ROAD  UNIT_NO   POSTCODE 389344  LIC_NO CE12546B000  INC_CRC 868F8528944D1318  FMEL_UPD_D 20171129183654 ,POINT Z (103.878641503568 1.3127205532191 0)
521,kml_522,Attributes LIC_NAME I-TEC SUPERMART PTE LTD  BLK_HOUSE 498/500  STR_NAME GEYLANG ROAD  UNIT_NO   POSTCODE 389456  LIC_NO SE11136C000  INC_CRC D5C385FAFF980C92  FMEL_UPD_D 20171129183654 ,POINT Z (103.885153154008 1.31328861546158 0)
522,kml_523,Attributes LIC_NAME YEO HOCK HENG  BLK_HOUSE 5  STR_NAME ALJUNIED ROAD  UNIT_NO   POSTCODE 389797  LIC_NO CE09744N000  INC_CRC 687629A701062EF9  FMEL_UPD_D 20171129183654 ,POINT Z (103.881877796975 1.31357605426931 0)
523,kml_524,Attributes LIC_NAME AZ SUPERMART PTE. LTD.  BLK_HOUSE 21  STR_NAME KAKI BUKIT AVENUE 3  UNIT_NO   POSTCODE 415920  LIC_NO NE04109P000  INC_CRC C4A6B8EB14A3DC3E  FMEL_UPD_D 20171129183654 ,POINT Z (103.909946665207 1.33809673913723 0)
524,kml_525,Attributes LIC_NAME FOODIE MARKET PLACE PTE. LTD.  BLK_HOUSE 313  STR_NAME TANJONG KATONG ROAD  UNIT_NO   POSTCODE 437096  LIC_NO SE15043B000  INC_CRC 975B484B749941AD  FMEL_UPD_D 20171129183654 ,POINT Z (103.89614964274 1.30608636797175 0)
525,kml_526,Attributes LIC_NAME ZAC MEAT & POULTRY PTE LTD  BLK_HOUSE 1B  STR_NAME FIGARO STREET  UNIT_NO   POSTCODE 458322  LIC_NO SE14C27C000  INC_CRC 43ECB768EBA21B32  FMEL_UPD_D 20171129183654 ,POINT Z (103.925857026336 1.31574933269594 0)
